contig_1	637	879	-0.017894216
contig_1	2573	2842	-1.128791615
contig_1	3049	4977	-0.468715706
contig_1	4795	5403	-0.2100092
contig_1	5343	6269	-0.394617073
contig_1	6538	6939	-0.322334818
contig_1	7175	7420	-0.596658934
contig_1	7567	7755	-0.107529329
contig_1	7756	8025	-0.395723514
contig_1	8092	8442	-0.209667956
contig_1	9088	10014	-0.419246049
contig_1	10370	10957	0.070087326
contig_1	11434	11772	-0.849018501
contig_1	12017	12214	-1.069584351
contig_1	12224	13102	-1.213152512
contig_1	13099	13575	-1.19548595
contig_1	13668	15320	-0.804386308
contig_1	15577	20670	-1.110095629
contig_1	20837	21436	-0.40226003
contig_1	21615	22385	-1.036989051
contig_1	22456	22845	-0.37504815
contig_1	23047	23319	-0.27884851
contig_1	23329	23652	-0.312609636
contig_1	23662	24639	-0.370382545
contig_1	25058	25384	-0.388505271
contig_1	25491	25886	-0.117224277
contig_1	26000	26530	-1.157729816
contig_1	26875	27840	-0.522445775
contig_1	28020	28355	-0.330332721
contig_1	28348	28959	-0.805872454
contig_1	28956	29450	-1.154664097
contig_1	29458	31587	-0.614157058
contig_1	31654	32067	0.137700362
contig_1	32209	32652	0.000485514
contig_1	32618	32929	-0.113308525
contig_1	33399	34070	0.264029221
contig_1	34067	35155	0.108929629
contig_1	35168	36253	-0.103178964
contig_1	36325	37221	-0.088239758
contig_1	37223	37924	-0.802101489
contig_1	37921	38370	-0.441467118
contig_1	38716	40299	-0.384076032
contig_1	40296	42794	-0.853397408
contig_1	42767	43651	-0.560644235
contig_1	43696	47199	-0.68324957
contig_1	47203	48471	-0.774549356
contig_1	48613	51255	-0.748342875
contig_1	51350	52021	-0.275566486
contig_1	52073	53590	-0.593944788
contig_1	53581	54282	-0.346165403
contig_1	54285	55229	-0.395285861
contig_1	55315	56493	0.126267945
contig_1	56490	57413	-0.329891696
contig_1	57503	58996	-0.804119316
contig_1	59326	60351	-0.178521739
contig_1	60719	61945	-0.392926484
contig_1	62331	62957	-0.389025579
contig_1	62971	63933	0.017858161
contig_1	63923	64282	-0.942018097
contig_1	64275	64574	-0.571547726
contig_1	64583	67021	-0.620034407
contig_1	66996	67799	-0.2256804
contig_1	67970	69166	-0.722578886
contig_1	69185	69847	-1.322131385
contig_1	69870	70706	-1.138009885
contig_1	70708	71145	-1.184758124
contig_1	71158	72456	-0.873472756
contig_1	72580	73893	-0.78135142
contig_1	74223	74399	-0.138677557
contig_1	74520	74930	-0.079497315
contig_1	75601	77592	-0.513617355
contig_1	77753	78067	-1.008237538
contig_1	78115	79368	-0.653259622
contig_1	79513	80793	-0.26663079
contig_1	81432	82367	-0.399597496
contig_1	82420	83286	-0.28866642
contig_1	84550	85986	-0.009511881
contig_1	86076	87434	-0.103309678
contig_1	87444	89813	-0.035203276
contig_1	89860	90891	0.097484392
contig_1	91044	91493	0.005066616
contig_1	91534	92451	-0.251934972
contig_1	93353	93814	-0.049555682
contig_1	93931	94389	0.492168918
contig_1	94999	95217	0.457764567
contig_1	95259	95969	0.23213298
contig_1	95926	98478	0.003030562
contig_1	98874	99719	-0.547362733
contig_1	99754	100248	-0.443799995
contig_1	100319	101443	-0.984345651
contig_1	101447	104221	-1.262151192
contig_1	104218	105300	-1.238536398
contig_1	105329	106519	-1.268529959
contig_1	106516	107934	-1.138544597
contig_1	107938	109695	-1.373788528
contig_1	110029	110352	0.008888725
contig_1	111200	112402	-0.300135887
contig_1	112630	113433	-0.12778493
contig_1	113877	114026	-0.128185696
contig_1	114123	114716	-0.058085748
contig_1	115325	116596	0.364325905
contig_1	116593	117567	0.104540411
contig_1	117560	117919	0.279832856
contig_1	117916	121137	0.018421877
contig_1	121426	122139	-0.227152362
contig_1	122968	123591	-0.315962233
contig_1	123602	124687	-0.612301771
contig_1	124758	125288	-0.205729056
contig_1	125285	126088	-1.092280851
contig_2	540	2216	-0.890136014
contig_2	2429	5065	0.2004843
contig_2	5052	5612	-0.01727739
contig_2	5660	6688	-0.345847245
contig_2	7033	7272	-0.036578652
contig_2	7296	8186	-0.062348505
contig_2	8455	9309	0.004981041
contig_2	9306	9986	0.198729685
contig_2	10599	11561	-0.626359906
contig_2	11740	13620	-0.095170238
contig_2	13851	15230	-0.706408707
contig_2	15429	16412	-0.140528619
contig_2	16449	17714	-0.145689628
contig_2	17998	18438	-0.666986522
contig_2	18892	19731	0.316184152
contig_2	19728	20336	-0.19921209
contig_2	20460	21059	-0.25813478
contig_2	21099	21794	-1.313057686
contig_2	21847	22323	0.431682186
contig_2	22894	23478	0.065427956
contig_2	23456	25012	0.073289749
contig_2	25015	25611	0.048265034
contig_2	25716	27017	-0.122558651
contig_2	27014	27499	-0.625604091
contig_2	27496	28077	-0.359849379
contig_2	28260	28853	-0.333592933
contig_2	28882	29400	-0.117038415
contig_2	29397	30047	0.033201532
contig_2	30226	30963	0.039036788
contig_2	30971	31738	-0.22736747
contig_2	31794	32117	-0.052307172
contig_2	32308	33264	-0.564646752
contig_2	33396	34355	-0.757144132
contig_2	34616	36499	-0.844279117
contig_2	36683	37123	-1.200148313
contig_2	37273	38811	-0.445049778
contig_2	38944	39168	-0.019738383
contig_2	39165	39821	-0.128607902
contig_2	39899	40627	-0.1950593
contig_2	40731	41672	-0.126101009
contig_2	41756	42151	-0.128135834
contig_2	42138	43091	0.152623661
contig_2	43289	44488	-0.369938493
contig_2	44598	45755	-0.397112802
contig_2	45745	46377	-0.528130927
contig_2	46430	47143	-0.004716594
contig_2	47295	48383	-0.105536422
contig_2	48483	49103	0.571663744
contig_2	49220	50173	0.334662248
contig_2	50568	52469	0.318547857
contig_2	52599	53738	0.212928043
contig_2	53832	54434	0.116838978
contig_2	54583	55164	-0.295320713
contig_2	55171	55878	-0.07988787
contig_2	55898	56209	-0.255086445
contig_2	56302	57117	-0.151447068
contig_2	57158	58672	0.233747633
contig_2	58763	59656	0.033954558
contig_2	59712	60227	-0.638785298
contig_2	60250	61026	-0.105073617
contig_2	61095	62657	0.208602655
contig_2	62980	63939	-0.439670221
contig_2	64387	64497	-0.135793627
contig_2	64608	65357	-0.638345123
contig_2	65592	67460	-1.30585816
contig_2	67860	68054	0.473001872
contig_2	68051	68314	0.500817359
contig_2	68352	70163	-0.279567635
contig_2	70307	71848	-0.473503995
contig_2	71905	72240	-0.662594526
contig_2	72237	72638	0.056277311
contig_2	72835	73296	0.445069285
contig_2	73293	75086	0.291588848
contig_2	75191	75892	0.49411862
contig_2	76106	76840	-0.042023184
contig_2	77030	78643	0.317593899
contig_2	78704	79522	0.051817628
contig_2	79540	79875	0.194598172
contig_2	79985	80884	0.168293548
contig_2	81015	81377	0.031390588
contig_2	81510	82409	-0.353302227
contig_2	82628	83671	-0.040370319
contig_2	83675	84010	0.047913795
contig_2	84553	85209	-0.143055662
contig_2	85728	86954	-1.659883272
contig_2	87137	88315	-1.293502349
contig_2	88312	89103	-1.134603256
contig_2	89136	89927	-0.87527404
contig_2	89935	91575	-0.442326529
contig_2	91784	92518	-0.93219197
contig_2	92617	94221	-0.44399953
contig_2	94224	96260	-0.229896126
contig_2	96455	96691	0.464518112
contig_2	96925	97749	-1.276496111
contig_2	97961	98899	-1.034556365
contig_2	105434	105631	-0.180707231
contig_2	105696	106325	-0.283101671
contig_2	106135	107406	-0.296536488
contig_2	107403	109232	0.029987679
contig_2	109829	111154	-0.018579264
contig_2	111250	111432	-0.56939926
contig_2	111429	111770	-0.721907388
contig_2	112054	113607	-0.54115025
contig_2	113781	114011	0.273394416
contig_2	114008	115003	0.108387533
contig_2	115227	115781	0.044614912
contig_2	116343	118658	-1.073247442
contig_2	118972	120234	-0.173006373
contig_2	120231	121679	-0.132871927
contig_2	121927	122925	-0.722090198
contig_2	123211	123768	-0.309842104
contig_2	124089	124190	-0.270210565
contig_2	124593	125180	-0.251574156
contig_2	125177	125833	-0.326325718
contig_2	125983	127080	-0.610697935
contig_2	127662	129353	-0.822491703
contig_2	129676	131367	-1.288111986
contig_2	131524	132597	-0.372562237
contig_2	132641	133108	0.113297238
contig_2	133350	134072	0.235870191
contig_2	134069	134452	0.179712396
contig_2	134552	135061	-0.687560297
contig_2	135228	136307	1.314404424
contig_2	136462	137193	0.192887699
contig_2	137274	137717	-0.308016153
contig_2	137729	138982	0.189721902
contig_2	139100	139645	0.548102594
contig_2	140341	141132	-0.077098887
contig_2	141371	141928	-0.19751437
contig_2	142109	142618	-0.105187253
contig_2	143103	144569	-1.509344275
contig_2	145504	147066	1.727086401
contig_2	147092	147883	-0.364879053
contig_2	148010	148972	-0.510208237
contig_2	148978	151008	0.04624579
contig_2	151171	152379	0.004860286
contig_2	152573	153061	0.246269952
contig_2	153194	154108	0.225782374
contig_2	154168	155463	0.168720264
contig_2	155663	156997	-0.338511738
contig_2	157027	158679	-0.632218545
contig_2	158762	159448	-1.078805946
contig_2	159456	160382	-0.292637214
contig_2	160538	161227	-0.04289984
contig_2	161420	161602	0.766756711
contig_2	161824	162471	0.498932038
contig_2	162488	162802	-0.118226638
contig_2	162988	164739	-0.299921896
contig_2	164741	165349	-0.405604977
contig_2	165632	166810	-0.745575213
contig_2	166988	167713	-1.234706043
contig_2	167860	168732	-0.629431899
contig_2	168735	169217	-0.176062967
contig_2	169379	171967	-0.127290234
contig_2	172131	173186	-0.535392234
contig_2	173394	174311	0.26562937
contig_2	174654	177494	0.132612852
contig_2	177875	179353	-0.186675118
contig_2	179770	180744	-0.048493778
contig_2	180895	181950	-0.683755011
contig_2	181968	182114	0.257725485
contig_2	182291	182905	-0.013640222
contig_2	182902	184050	-0.053290398
contig_2	184047	185387	-0.281452591
contig_2	185429	185698	0.503117908
contig_2	185804	186451	-0.349747618
contig_2	186478	186729	-0.248295415
contig_2	187126	188121	0.504589178
contig_2	188276	190171	0.494964399
contig_2	190168	191247	-0.189701081
contig_2	191336	194557	-0.452245986
contig_2	194871	195176	-0.102857913
contig_2	195540	196370	0.30561057
contig_2	196796	200158	-0.233129193
contig_2	200542	200880	-0.055189185
contig_2	201142	202311	-0.446511926
contig_2	202511	204004	0.477752254
contig_2	204025	204771	0.228416078
contig_2	205034	206239	-1.564153512
contig_2	206436	207224	-1.11633715
contig_2	207227	207991	-0.454796611
contig_2	208054	208860	0.54301619
contig_2	209006	210166	1.484023683
contig_2	210192	211259	1.418192911
contig_2	211518	212300	-0.162822426
contig_2	212482	212760	0.09617299
contig_2	212811	213404	0.028412351
contig_2	213941	214186	-0.355228775
contig_2	214246	214365	0.127891306
contig_2	214664	214912	0.157063765
contig_2	214942	215940	-0.526086279
contig_2	216025	217341	-0.745900329
contig_2	217342	218328	-1.049801039
contig_2	218528	220159	-0.450561402
contig_2	220227	221039	-0.386886377
contig_2	221345	222316	-0.173176206
contig_2	222327	223139	-0.282582045
contig_2	223136	223960	-0.115062333
contig_2	223960	224946	-0.245299325
contig_2	224948	225634	0.079025234
contig_2	225797	227290	0.081498206
contig_2	227470	227796	-0.134059138
contig_2	228063	229250	-0.405858727
contig_2	229383	231077	-0.849447191
contig_2	231225	232226	-0.646992906
contig_2	232378	234048	-0.084694382
contig_2	234062	235171	-0.208992379
contig_2	235349	235843	-0.85409674
contig_2	235995	236561	-0.036333359
contig_2	236691	237386	-0.535995454
contig_2	237400	237882	-1.312918458
contig_2	237944	238375	-1.081800915
contig_2	238470	239123	-1.027842594
contig_2	239221	240642	0.399793785
contig_2	240648	241703	-0.521403893
contig_2	241703	242290	-0.278773042
contig_2	242292	243419	-0.322215966
contig_2	243431	245041	-0.090312892
contig_2	245232	245651	0.205274751
contig_2	245769	246539	0.207367066
contig_2	246672	247757	-0.820737705
contig_2	248036	248824	-0.35811477
contig_2	248827	250449	-0.194152259
contig_2	250612	251406	-0.460899755
contig_2	251399	254044	-0.034400094
contig_2	254216	254626	0.069074409
contig_2	254632	255732	-0.073937835
contig_2	255735	256004	0.036283849
contig_2	256348	258516	-0.318091762
contig_2	259145	260830	-0.953198639
contig_2	260922	261860	-0.437899994
contig_2	262105	264303	-0.433508368
contig_2	264632	265477	-0.523798558
contig_2	265674	266900	-0.842764182
contig_2	266980	267507	-0.691983226
contig_2	267758	268246	0.070846307
contig_2	268522	269046	-0.901575223
contig_2	269280	270281	-0.225664722
contig_2	270475	271275	7.58e-05
contig_2	271397	272761	-0.353983335
contig_2	272851	273642	0.392162574
contig_2	273455	274336	1.487783183
contig_2	274547	275308	-0.548697495
contig_2	275305	276879	-0.640859231
contig_2	276902	278437	-0.843942826
contig_2	278434	278892	-0.415535839
contig_2	279093	281585	-1.273915652
contig_2	281582	283099	-1.066645913
contig_2	283315	283629	-0.209435546
contig_2	283805	284527	-0.357128603
contig_2	284599	287748	-0.54819135
contig_2	287745	291224	-0.509681039
contig_2	291321	291641	1.032983602
contig_2	291997	293343	-0.047709503
contig_2	293340	294308	-0.092600719
contig_2	294416	295252	-0.290618622
contig_2	295252	296466	-0.169330499
contig_2	296468	297124	0.152794015
contig_2	297180	297566	-0.352410109
contig_2	297606	297911	-0.248717847
contig_2	298058	299038	-0.296771062
contig_2	299289	300986	-0.21492478
