,fluxes,reduced_costs
SERD_L,0.0,2.903001602615369e-16
SERabcpp,0.0,1.3296995244757469e-15
SPS,0.0,0.0
SPT_syn,0.0,3.5874959818246185e-16
SQD2_160,0.0,0.0
SQD2_161,0.0,0.0
SQD2_180,0.0,0.0
SQD2_181,0.0,0.0
SQD2_181_9,0.0,0.0
SQD2_182_9_12,0.0,0.0
SQD2_183_6_9_12,0.0,0.0
SQD2_183_9_12_15,0.0,0.0
SQD2_184_6_9_12_15,0.0,0.0
SSALy,0.0,0.0
SUCDi,0.0,0.0
SUCDpp_syn,0.0,0.0
SUCDu_syn,0.0,0.0
SUCRabcpp_syn,0.0,0.0
THFGLUS,0.0,-0.0
THRD_L,0.0,-4.2719903610338684e-16
THZPSN,0.0,-2.465190328815662e-32
THZSN_1,0.0,-9.860761315262648e-32
TRSARr,0.0,0.0
UAGAAT,0.0,-0.0
UDPDPS,0.0,-1.4283695721880348e-15
UGLDDS2_1,0.0,5.806003205230737e-16
UHGADA,0.0,0.0
UPPDC2,0.0,0.0
UREA,0.0,0.0
UREAabcpp,0.0,0.0
ZN2abcpp,0.0,0.0
EX_n2_e,0.0,0.0
RNF,0.0,0.0
14GLUCANabcpp,0.0,0.0
23DOGULNt4pp,0.0,0.0
2DDARAA,0.0,0.0
2DGLCptspp,0.0,0.0
2DGULRGx,0.0,0.0
2DGULRGy,0.0,0.0
2DGULRx,0.0,0.0
2DGULRy,0.0,0.0
2DOXG6PP,0.0,0.0
2HESR,0.0,0.0
3AMACHYD,0.0,0.0
3HPADHi,0.0,0.0
3NTD2pp,0.0,0.0
3NTD4pp,0.0,0.0
3NTD7pp,0.0,0.0
3NTD9pp,0.0,0.0
3OXCOAT,0.0,1.3549504054443742e-15
3PEPTabcpp,0.0,0.0
3SLAR,0.0,0.0
4ABZGLUH,0.0,0.0
4HTHRA,0.0,-0.0
4PCPpp,0.0,0.0
5DGLCNR,0.0,0.0
5DKGR,0.0,-0.0
AAMYLpp,0.0,0.0
AB6PGH,0.0,0.0
ACACCT,0.0,1.3549504054443742e-15
ACACT2r,0.0,0.0
ACACT3r,0.0,-0.0
ACACT4r,0.0,-0.0
ACACT5r,0.0,0.0
ACACT6r,0.0,-0.0
ACACT7r,0.0,-0.0
ACACT8r,0.0,0.0
ACCOAL,0.0,1.3549504054443742e-15
ACGAptspp,0.0,0.0
ACMANAptspp,0.0,0.0
ACMUMptspp,0.0,0.0
ACNML,0.0,0.0
ACOAD1fr,0.0,0.0
ACOLIPAabctex,0.0,0.0
ACONMT,0.0,0.0
ACONTa,0.0,0.0
ACONTb,0.0,0.0
ACOXT,0.0,0.0
ACP1p,0.0,0.0
ACPPAT120,0.0,0.0
ACPPAT140,0.0,0.0
ACPPAT141,0.0,0.0
ACPPAT160,0.0,0.0
ACPPAT161,0.0,0.0
ACPPAT180,0.0,0.0
ACPPAT181,0.0,0.0
ACPS1,0.0,0.0
ACt2rpp,0.0,0.0
ADK3,0.0,2.627350514325846e-16
ADK4,0.0,5.254701028651692e-16
ADOCBIK,0.0,0.0
ADOCBLabcpp,0.0,-5.254701028651693e-16
AGM3PA,0.0,0.0
AGM3PApp,0.0,0.0
AGM3Pt2pp,0.0,0.0
AGM4PA,0.0,-0.0
AGM4PApp,0.0,0.0
AGM4PCPpp,0.0,0.0
AGMHE,0.0,0.0
AGMt2pp,0.0,0.0
AGPR,0.0,-5.514084922453115e-32
AHGDx,0.0,0.0
AI2abcpp,0.0,0.0
AKGDH,0.0,-1.4084728005909293e-31
AKGt2rpp,0.0,6.774752027221871e-16
ALATA_D2,0.0,2.903001602615368e-16
ALATA_L,0.0,-5.783235283736239e-16
ALATA_L2,0.0,2.9030016026153685e-16
ALCD2x,0.0,0.0
ALDD19xr,0.0,-0.0
ALKP,0.0,0.0
ALLPI,0.0,0.0
ALLTN,0.0,0.0
ALLULPE,0.0,0.0
ALLabcpp,0.0,0.0
ALPATE160pp,0.0,0.0
ALPATG160pp,0.0,1.0509402057303385e-15
ALR2,0.0,0.0
ALR2x,0.0,0.0
AM3PA,0.0,0.0
AM4PA,0.0,0.0
AMMQLT8,0.0,0.0
AMPMS2,0.0,0.0
AMPTASEPG,0.0,2.465190328815662e-32
APG3PAT120,0.0,0.0
APG3PAT140,0.0,0.0
APG3PAT141,0.0,0.0
APG3PAT160,0.0,0.0
APG3PAT161,0.0,0.0
APG3PAT180,0.0,0.0
APG3PAT181,0.0,0.0
ARBTNabcpp,0.0,0.0
ARBTptspp,0.0,0.0
ARBabcpp,0.0,0.0
ARHGDx,0.0,0.0
ARMEPNS,0.0,-1.050940205730338e-15
ASCBptspp,0.0,0.0
ASPO3,0.0,8.686236886351607e-16
ASPO4,0.0,8.686236886351606e-16
ASPT,0.0,8.686236886351606e-16
ASPabcpp,0.0,0.0
ASR,0.0,0.0
ATHRDHr,0.0,-0.0
BETALDHx,0.0,0.0
BETALDHy,0.0,0.0
BGLA1,0.0,0.0
BMOCOS,0.0,0.0
BMOGDS1,0.0,0.0
BMOGDS2,0.0,0.0
BTS5,0.0,-1.0509402057303377e-15
BUTCT,0.0,0.0
BUTSO3abcpp,0.0,0.0
BWCOGDS1,0.0,0.0
BWCOGDS2,0.0,0.0
BWCOS,0.0,4.930380657631324e-32
CBIAT,0.0,0.0
CBIuabcpp,0.0,0.0
CBL1abcpp,0.0,0.0
CBLAT,0.0,0.0
CD2abcpp,0.0,0.0
CD2t3pp,0.0,0.0
CDGUNPD,0.0,0.0
CELBpts,0.0,0.0
CFAS160E,0.0,0.0
CFAS160G,0.0,0.0
CFAS180E,0.0,0.0
CFAS180G,0.0,0.0
CGLYabcpp,0.0,-6.513062784559036e-16
CHLabcpp,0.0,0.0
CHLt3pp,0.0,0.0
CHOLID,0.0,0.0
CHTBSptspp,0.0,0.0
CINNDO,0.0,0.0
CLIPAabctex,0.0,0.0
COBALT2t3pp,0.0,0.0
COBALT2tpp,0.0,0.0
COLIPAPabctex,0.0,0.0
COLIPAabctex,0.0,0.0
CPGNabcpp,0.0,0.0
CPH4S,0.0,0.0
CPL,0.0,0.0
CPMPS,0.0,0.0
CRNCAL2,0.0,0.0
CRNCAR,0.0,0.0
CRNCDH,0.0,0.0
CRNDCAL2,0.0,0.0
CRNDabcpp,0.0,0.0
CRNDt2rpp,0.0,-0.0
CRNabcpp,0.0,0.0
CRNt2rpp,0.0,0.0
CTBTCAL2,0.0,0.0
CTBTabcpp,0.0,0.0
CTBTt2rpp,0.0,0.0
CTECOAI6,0.0,0.0
CTECOAI7,0.0,0.0
CTECOAI8,0.0,0.0
CU1abcpp,0.0,0.0
CU2abcpp,0.0,-5.254701028651693e-16
CURR,0.0,0.0
CUt2pp,0.0,0.0
CYANST,0.0,-2.0988162592412955e-16
CYSDS,0.0,8.267223381037185e-32
CYSSADS,0.0,2.465190328815662e-32
CYSTL,0.0,0.0
CYSabc2pp,0.0,0.0
CYSabcpp,0.0,0.0
CYTBD2pp,0.0,0.0
CYTBDpp,0.0,0.0
CYTK2,0.0,-0.0
DAGK120,0.0,0.0
DAGK140,0.0,0.0
DAGK141,0.0,0.0
DAGK160,0.0,0.0
DAGK161,0.0,0.0
DAGK180,0.0,0.0
DAGK181,0.0,0.0
DASYN120,0.0,0.0
DASYN140,0.0,0.0
DASYN141,0.0,0.0
DGK1,0.0,-0.0
DGUNC,0.0,0.0
DHACOAH,0.0,0.0
DHAPT,0.0,0.0
DHBD,0.0,0.0
DHBS,0.0,0.0
DHBSZ3FEabcpp,0.0,0.0
DHCIND,0.0,0.0
DHCINDO,0.0,0.0
DHCURR,0.0,0.0
DHDPRy,0.0,0.0
DHMPTR,0.0,0.0
DHORD2,0.0,0.0
DHORD5,0.0,0.0
DHPPD,0.0,0.0
DHPPDA2,0.0,0.0
DHPS2,0.0,0.0
DKGLCNR1,0.0,0.0
DKGLCNR2x,0.0,0.0
DKGLCNR2y,0.0,0.0
DMPPS,0.0,0.0
DMQMT,0.0,0.0
DOXRBCNtpp,0.0,0.0
DSBDR,0.0,0.0
DSERDHr,0.0,0.0
DTARTD,0.0,0.0
DXYLTD,0.0,0.0
E4PP,0.0,-0.0
EAR100x,0.0,0.0
EAR120x,0.0,0.0
EAR121x,0.0,0.0
EAR140x,0.0,0.0
EAR141x,0.0,0.0
EAR160x,0.0,0.0
EAR161x,0.0,0.0
EAR180x,0.0,0.0
EAR181x,0.0,0.0
EAR40x,0.0,0.0
EAR60x,0.0,0.0
EAR80x,0.0,0.0
ECA4COLIPAabctex,0.0,0.0
ECOAH1,0.0,0.0
ECOAH2,0.0,0.0
ECOAH3,0.0,0.0
ECOAH4,0.0,0.0
ECOAH5,0.0,-0.0
ECOAH6,0.0,-0.0
ECOAH7,0.0,-0.0
ECOAH8,0.0,0.0
EDD,0.0,0.0
ENLIPAabctex,0.0,0.0
F1PP,0.0,0.0
F6PP,0.0,0.0
FACOAE100,0.0,0.0
FACOAE120,0.0,0.0
FACOAE140,0.0,0.0
FACOAE141,0.0,0.0
FACOAE160,0.0,0.0
FACOAE161,0.0,0.0
FACOAE180,0.0,-5.254701028651692e-16
FACOAE181,0.0,0.0
FACOAE60,0.0,0.0
FACOAE80,0.0,0.0
FACOAL100t2pp,0.0,-5.254701028651692e-16
FACOAL120t2pp,0.0,0.0
FACOAL140t2pp,0.0,0.0
FACOAL141t2pp,0.0,0.0
FACOAL160t2pp,0.0,0.0
FACOAL161t2pp,0.0,0.0
FACOAL180t2pp,0.0,0.0
FACOAL181t2pp,0.0,0.0
FACOAL60t2pp,0.0,-5.254701028651692e-16
FACOAL80t2pp,0.0,0.0
FADRx2,0.0,0.0
FE2abcpp,0.0,0.0
FE2t2pp,0.0,0.0
FE3DCITabcpp,0.0,0.0
FECRMabcpp,0.0,0.0
FEENTERabcpp,0.0,0.0
FEOXAMabcpp,0.0,0.0
FEROpp,0.0,0.0
FHL,0.0,0.0
FLVR,0.0,0.0
FMNRx2,0.0,1.8804205083095435e-15
FORCT,0.0,-0.0
FRD2,0.0,0.0
FRD3,0.0,0.0
FRUpts2pp,0.0,0.0
FRUptspp,0.0,0.0
FUSAtpp,0.0,0.0
G1PP,0.0,-0.0
G1PPpp,0.0,0.0
G2PP,0.0,0.0
G2PPpp,0.0,0.0
G3PCabcpp,0.0,0.0
G3PD5,0.0,0.0
G3PEabcpp,0.0,0.0
G3PGabcpp,0.0,0.0
G3PIabcpp,0.0,0.0
G3PSabcpp,0.0,0.0
G6PP,0.0,0.0
GALTptspp,0.0,0.0
GALabcpp,0.0,0.0
GAMptspp,0.0,0.0
GDPDPK,0.0,-5.254701028651692e-16
GDPMNH,0.0,0.0
GDPTPDP,0.0,0.0
GGGABADr,0.0,-0.0
GHBDHx,0.0,-0.0
GLCATr,0.0,0.0
GLCDpp,0.0,0.0
GLCRAL,0.0,0.0
GLCabcpp,0.0,0.0
GLCptspp,0.0,0.0
GLDBRAN2,0.0,0.0
GLTPD,0.0,0.0
GLUDy,0.0,8.686236886351607e-16
GLUSy,0.0,-9.860761315262648e-32
GLUabcpp,0.0,0.0
GLYAT,0.0,0.0
GLYBabcpp,0.0,0.0
GLYBt2pp,0.0,0.0
GLYBt3pp,0.0,0.0
GLYC2Pabcpp,0.0,0.0
GLYC3Pabcpp,0.0,0.0
GLYCLTDy,0.0,0.0
GLYCTO2,0.0,0.0
GLYCTO3,0.0,0.0
GLYCTO4,0.0,0.0
GMHEPAT,0.0,0.0
GMHEPK,0.0,0.0
GMHEPPA,0.0,0.0
GMPR,0.0,0.0
GNK,0.0,0.0
GNP,0.0,0.0
GRXR,0.0,0.0
GTHRDHpp,0.0,-4.930380657631324e-32
GTHRDabc2pp,0.0,6.513062784559036e-16
GTHRDabcpp,0.0,-6.513062784559036e-16
GTPDPDP,0.0,0.0
GTPDPK,0.0,-5.254701028651692e-16
GUAPRT,0.0,-5.254701028651691e-16
HACD1,0.0,-1.2080333233584645e-31
HACD2,0.0,0.0
HACD3,0.0,-0.0
HACD4,0.0,-0.0
HACD5,0.0,-0.0
HACD6,0.0,-0.0
HACD7,0.0,-0.0
HACD8,0.0,-0.0
HADPCOADH3,0.0,0.0
HBZOPT,0.0,0.0
HEPT1,0.0,0.0
HEPT2,0.0,0.0
HG2abcpp,0.0,0.0
HISTD,0.0,0.0
HMPK1,0.0,0.0
HOMt2pp,0.0,8.686236886351606e-16
HPPK2,0.0,-5.254701028651692e-16
HPPPNDO,0.0,0.0
HPYRI,0.0,0.0
HPYRP,0.0,-0.0
HXCT,0.0,0.0
HXPRT,0.0,-5.254701028651691e-16
HYD1pp,0.0,0.0
HYD2pp,0.0,0.0
HYD3pp,0.0,0.0
I2FE2SR,0.0,-1.4791141972893971e-31
I2FE2SS,0.0,-1.3805065841367707e-30
I2FE2SS2,0.0,0.0
I2FE2ST,0.0,0.0
I4FE4ST,0.0,0.0
ICL,0.0,0.0
ICYSDS,0.0,-2.465190328815662e-32
ILEabcpp,0.0,-8.686236886351608e-16
INDOLEt2pp,0.0,0.0
IPDPS,0.0,0.0
K2L4Aabctex,0.0,0.0
Kt2pp,0.0,0.0
Kt3pp,0.0,0.0
LDGUNPD,0.0,0.0
LDH_D2,0.0,0.0
LEUTAi,0.0,-4.538665753825448e-16
LIPACabcpp,0.0,0.0
LIPAabcpp,0.0,0.0
LIPAabctex,0.0,0.0
LIPOS,0.0,-3.152820617191016e-15
LKDRA,0.0,0.0
LPADSS,0.0,0.0
LPLIPAL1A120pp,0.0,0.0
LPLIPAL1A140pp,0.0,0.0
LPLIPAL1A141pp,0.0,0.0
LPLIPAL1A160pp,0.0,0.0
LPLIPAL1A161pp,0.0,0.0
LPLIPAL1A180pp,0.0,0.0
LPLIPAL1A181pp,0.0,0.0
LPLIPAL1E120pp,0.0,-5.254701028651693e-16
LPLIPAL1E140pp,0.0,-5.254701028651693e-16
LPLIPAL1E141pp,0.0,-5.254701028651693e-16
LPLIPAL1E160pp,0.0,-5.254701028651693e-16
LPLIPAL1E161pp,0.0,-5.254701028651693e-16
LPLIPAL1E180pp,0.0,-5.254701028651693e-16
LPLIPAL1E181pp,0.0,-5.254701028651693e-16
LPLIPAL1G120pp,0.0,4.930380657631324e-32
LPLIPAL1G140pp,0.0,4.930380657631324e-32
LPLIPAL1G141pp,0.0,4.930380657631324e-32
LPLIPAL1G160pp,0.0,4.930380657631324e-32
LPLIPAL1G161pp,0.0,4.930380657631324e-32
LPLIPAL1G180pp,0.0,4.930380657631324e-32
LPLIPAL1G181pp,0.0,4.930380657631324e-32
LPLIPAL2A120,0.0,0.0
LPLIPAL2A140,0.0,0.0
LPLIPAL2A141,0.0,0.0
LPLIPAL2A160,0.0,0.0
LPLIPAL2A161,0.0,0.0
LPLIPAL2A180,0.0,0.0
LPLIPAL2A181,0.0,0.0
LPLIPAL2ATE120,0.0,0.0
LPLIPAL2ATE140,0.0,0.0
LPLIPAL2ATE141,0.0,0.0
LPLIPAL2ATE160,0.0,0.0
LPLIPAL2ATE161,0.0,0.0
LPLIPAL2ATE180,0.0,-5.254701028651691e-16
LPLIPAL2ATE181,0.0,0.0
LPLIPAL2ATG120,0.0,0.0
LPLIPAL2ATG140,0.0,0.0
LPLIPAL2ATG141,0.0,0.0
LPLIPAL2ATG160,0.0,0.0
LPLIPAL2ATG161,0.0,0.0
LPLIPAL2ATG180,0.0,0.0
LPLIPAL2ATG181,0.0,0.0
LPLIPAL2E120,0.0,0.0
LPLIPAL2E140,0.0,0.0
LPLIPAL2E141,0.0,0.0
LPLIPAL2E160,0.0,0.0
LPLIPAL2E161,0.0,0.0
LPLIPAL2E180,0.0,-5.254701028651692e-16
LPLIPAL2E181,0.0,0.0
LPLIPAL2G120,0.0,0.0
LPLIPAL2G140,0.0,0.0
LPLIPAL2G141,0.0,0.0
LPLIPAL2G160,0.0,0.0
LPLIPAL2G161,0.0,0.0
LPLIPAL2G180,0.0,-4.930380657631324e-32
LPLIPAL2G181,0.0,0.0
LSERDHr,0.0,-0.0
LYSAM,0.0,0.0
L_LACD2,0.0,0.0
L_LACD3,0.0,0.0
MACPD,0.0,0.0
MALDDH,0.0,0.0
MALS,0.0,0.0
MALTATr,0.0,0.0
MALTHXabcpp,0.0,0.0
MALTPTabcpp,0.0,0.0
MALTTRabcpp,0.0,0.0
MALTTTRabcpp,0.0,0.0
MALTabcpp,0.0,0.0
MALTptspp,0.0,0.0
MANGLYCptspp,0.0,0.0
MANptspp,0.0,0.0
MCPST,0.0,-1.232595164407831e-32
MCTP1App,0.0,5.806003205230735e-16
MCTP1Bpp,0.0,0.0
MCTP2App,0.0,0.0
MDDCP1pp,0.0,5.806003205230736e-16
MDDCP2pp,0.0,0.0
MDDCP3pp,0.0,1.161200641046147e-15
MDDCP4pp,0.0,0.0
MDDCP5pp,0.0,0.0
MECDPDH5,0.0,0.0
METNA,0.0,-0.0
METSOXR1,0.0,1.5321996547679183e-15
METSOXR2,0.0,1.5321996547679183e-15
METabcpp,0.0,1.5321996547679181e-15
MG2tpp,0.0,0.0
MICITDr,0.0,0.0
MINCYCtpp,0.0,0.0
MLDCP1App,0.0,0.0
MLDCP1Bpp,0.0,0.0
MLDCP2App,0.0,5.806003205230735e-16
MLDCP2Bpp,0.0,0.0
MLDCP3App,0.0,0.0
MLDEP1pp,0.0,0.0
MLDEP2pp,0.0,5.806003205230736e-16
MLTP1,0.0,0.0
MLTP2,0.0,0.0
MLTP3,0.0,0.0
MMCD,0.0,0.0
MMM,0.0,0.0
MN2t3pp,0.0,0.0
MNLptspp,0.0,0.0
MOADSUx,0.0,-1.4791141972893971e-31
MOAT,0.0,0.0
MOAT2,0.0,0.0
MOCOS,0.0,1.7309052116603414e-31
MPTS,0.0,0.0
MPTSS,0.0,0.0
MSAR,0.0,0.0
MTHFR2,0.0,0.0
NADDP,0.0,-5.254701028651692e-16
NADH10,0.0,0.0
NADH9,0.0,0.0
NADHHR,0.0,-0.0
NADHHS,0.0,-0.0
NADHPO,0.0,0.0
NADHXD,0.0,-5.254701028651692e-16
NADHXE,0.0,0.0
NADPHHR,0.0,-5.254701028651691e-16
NADPHHS,0.0,-5.254701028651691e-16
NADPHXD,0.0,-4.930380657631324e-32
NADPHXE,0.0,0.0
NHFRBO,0.0,0.0
NI2abcpp,0.0,0.0
NI2t3pp,0.0,0.0
NI2tpp,0.0,0.0
NOVBCNtpp,0.0,0.0
NTD1,0.0,0.0
NTD10,0.0,0.0
NTD11,0.0,0.0
NTD12,0.0,0.0
NTD2,0.0,0.0
NTD2pp,0.0,0.0
NTD3,0.0,0.0
NTD4pp,0.0,0.0
NTD5,0.0,0.0
NTD7pp,0.0,0.0
NTD8,0.0,0.0
NTD9,0.0,0.0
NTD9pp,0.0,0.0
NTP1,0.0,0.0
NTP10,0.0,0.0
NTP3,0.0,0.0
NTP5,0.0,0.0
NTPP1,0.0,-6.421891104031636e-16
NTPP10,0.0,0.0
NTPP11,0.0,3.431535857699915e-16
NTPP3,0.0,0.0
NTPP5,0.0,0.0
NTPP6,0.0,-5.254701028651692e-16
NTPP7,0.0,0.0
NTPP9,0.0,0.0
O16A4COLIPAabctex,0.0,0.0
O16AT,0.0,0.0
OHPHM,0.0,0.0
OMBZLM,0.0,0.0
OMMBLHXy,0.0,0.0
OMPHHXy,0.0,0.0
OPHHXy,0.0,0.0
ORNabcpp,0.0,-9.860761315262648e-32
OXCOAHDH,0.0,0.0
OXDHCOAT,0.0,0.0
PACCOAE,0.0,0.0
PACCOAL,0.0,6.887445855528337e-16
PAPSR2,0.0,0.0
PCNO,0.0,0.0
PDE1,0.0,-5.254701028651692e-16
PDE4,0.0,0.0
PGSA120,0.0,0.0
PGSA140,0.0,0.0
PGSA141,0.0,0.0
PHEMEabcpp,0.0,0.0
PIt2rpp,0.0,0.0
PNSPA,0.0,0.0
POAACR,0.0,0.0
PPCK,0.0,0.0
PPCSCT,0.0,0.0
PPGPPDP,0.0,0.0
PPPNDO,0.0,0.0
PPTHpp,0.0,0.0
PROD3,0.0,1.9434025841321244e-31
PROGLYabcpp,0.0,0.0
PROt2rpp,0.0,-0.0
PSP_Lpp,0.0,0.0
PTHRpp,0.0,0.0
PTRCTA,0.0,0.0
PUACGAMS,0.0,-0.0
PUACGAMtr,0.0,0.0
PYK6,0.0,0.0
QUINDH,0.0,0.0
QUINDHyi,0.0,0.0
R5PP,0.0,0.0
R5PPpp,0.0,0.0
REPHACCOAI,0.0,0.0
RFAMPtpp,0.0,0.0
RIBabcpp,0.0,0.0
RNDR1b,0.0,0.0
RNDR2b,0.0,0.0
RNDR3b,0.0,0.0
RNDR4b,0.0,0.0
RPNTPH,0.0,0.0
RU5PP,0.0,0.0
SBTPD,0.0,0.0
SBTptspp,0.0,0.0
SDPDS,0.0,0.0
SELabcpp,0.0,0.0
SGSAD,0.0,0.0
SHCHD2,0.0,0.0
SHCHF,0.0,0.0
SHSL1,0.0,0.0
SKMt2pp,0.0,0.0
SLNTabcpp,0.0,0.0
SOTA,0.0,0.0
SSALx,0.0,0.0
SUCptspp,0.0,0.0
SULR,0.0,-1.0785053145592905e-15
T2DECAI,0.0,-0.0
TALA,0.0,0.0
TARTD,0.0,0.0
TAURabcpp,0.0,0.0
TGBPA,0.0,0.0
THD2pp,0.0,0.0
THDPS,0.0,0.0
THFAT,0.0,0.0
THIORDXi,0.0,0.0
THMabcpp,0.0,0.0
THRA,0.0,-2.465190328815662e-32
THRA2,0.0,2.465190328815662e-32
THRD,0.0,-2.465190328815662e-32
THRabcpp,0.0,4.930380657631324e-32
THZPSN3,0.0,0.0
TMPPP,0.0,0.0
TRE6PH,0.0,0.0
TRE6PP,0.0,-0.0
TRE6PS,0.0,0.0
TREptspp,0.0,0.0
TRPAS2,0.0,-0.0
TSULabcpp,0.0,0.0
TTRCYCtpp,0.0,0.0
TUNGSabcpp,0.0,0.0
TYRL,0.0,-7.882051542977534e-16
UACMAMO,0.0,0.0
UDCPDPpp,0.0,0.0
UDPGDC,0.0,0.0
UDPGPT,0.0,0.0
UDPKAAT,0.0,-1.481672696090713e-31
ULA4NFT,0.0,-2.5271122959375487e-16
UPLA4FNT,0.0,0.0
VALTA,0.0,-5.78323528373624e-16
VALabcpp,0.0,0.0
WCOS,0.0,4.930380657631324e-32
XPPT,0.0,-1.8231651709517755e-16
XYLUt2pp,0.0,0.0
XYLabcpp,0.0,0.0
ZN2t3pp,0.0,0.0
3HBCOAHL,0.0,0.0
3MMD,0.0,0.0
4ABUTD,0.0,0.0
4H2KPILY,0.0,0.0
4HBHYOX,0.0,0.0
4HBZR,0.0,9.860761315262648e-32
4HTHRS,0.0,0.0
ACACT5r_1,0.0,0.0
ACOAD1f,0.0,0.0
ACOAD2,0.0,0.0
ACOAD20,0.0,0.0
ACOAD2f,0.0,-0.0
ACOAD3f,0.0,0.0
ACOAD4_1,0.0,0.0
ACOAD4f,0.0,-0.0
ACOAD5_1,0.0,0.0
ACOAD5f,0.0,0.0
ACOAD6f,0.0,0.0
ACOAD7f,0.0,0.0
ACOAD8f,0.0,0.0
ACOADH2,0.0,0.0
ACS2,0.0,8.294803025792052e-16
ADK2,0.0,-3.4207694009800616e-32
ADKd,0.0,0.0
ADNt2,0.0,-5.254701028651692e-16
AGPAT120,0.0,0.0
AGPAT140,0.0,0.0
AGPAT141,0.0,0.0
AGPAT180,0.0,0.0
AGPAT181,0.0,0.0
AHSERL2,0.0,1.9721522630525295e-31
AKGDa,0.0,0.0
AKGDb,0.0,0.0
AKP1,0.0,0.0
ALAALAD,0.0,-4.930380657631324e-32
ALATA_D,0.0,-2.8916176418681183e-16
ALAabc,0.0,-2.903001602615369e-16
ALCD19y,0.0,0.0
AMMQT8_2,0.0,0.0
AMPMS,0.0,0.0
ARGN,0.0,0.0
ARGN_1,0.0,-2.0153371987414363e-31
ASO3t4pp,0.0,0.0
ASO4t4pp,0.0,0.0
ASPO1,0.0,8.686236886351606e-16
ASR2,0.0,0.0
BCOALIG,0.0,-1.4791141972893971e-31
BCOALIG2,0.0,-1.8804205083095435e-15
BG_CELLB,0.0,-0.0
BTS2,0.0,-2.465190328815662e-32
C120SN,0.0,0.0
C140SN,0.0,0.0
C141SN,0.0,0.0
C160SN,0.0,0.0
C161SN,0.0,0.0
C181SN,0.0,0.0
CA2abc,0.0,0.0
CD2t4,0.0,0.0
COALDDH,0.0,0.0
CPPPGOAN2,0.0,-2.1018804114606754e-15
CRO4t3pp,0.0,0.0
CSND,0.0,0.0
CYTD,0.0,0.0
CYTDt2,0.0,0.0
Cut1,0.0,-5.254701028651693e-16
DADNt2,0.0,0.0
DCYTD,0.0,0.0
DCYTt2,0.0,0.0
DHAD3,0.0,0.0
DHEDAA,0.0,0.0
DHNPA2r,0.0,-0.0
DHPS,0.0,0.0
DURIPP,0.0,0.0
DURIt2,0.0,0.0
ECOAH9ir,0.0,0.0
EDTXS1,0.0,0.0
FASm220,0.0,9.860761315262648e-32
FASm240,0.0,9.860761315262648e-32
FASm260,0.0,-9.860761315262648e-32
FASm280,0.0,-9.860761315262648e-32
FDH,0.0,0.0
FEENTERtex,0.0,0.0
FERULCOAS,0.0,0.0
FRNDPR2r_1,0.0,0.0
FUMAC,0.0,0.0
G3PD1,0.0,0.0
G3PD2_1,0.0,0.0
GCCa,0.0,0.0
GLCabc,0.0,0.0
GLUTCOADHc,0.0,0.0
GLYC3Pabc,0.0,0.0
GPDDA2,0.0,0.0
GPDDA5,0.0,0.0
GTHPe_1,0.0,0.0
GTPCII2,0.0,0.0
HACD1_2,0.0,0.0
HACD1i,0.0,2.416066646716929e-31
HACD2i,0.0,0.0
HACD3i,0.0,0.0
HACD4i,0.0,0.0
HACD5i,0.0,0.0
HACD6i,0.0,0.0
HACD7i,0.0,0.0
HGNTOR,0.0,0.0
HKtpp,0.0,0.0
HMGL,0.0,-1.354950405444374e-15
HSTPTr,0.0,9.860761315262648e-32
HYD1,0.0,0.0
HYD2,0.0,0.0
HYD3,0.0,0.0
ILEabc,0.0,-8.686236886351608e-16
IOR2b,0.0,-0.0
IOR3b,0.0,0.0
IORb,0.0,0.0
KAS16,0.0,0.0
KAT2,0.0,0.0
KAT3,0.0,0.0
KAT4,0.0,0.0
KAT5,0.0,-0.0
KAT6,0.0,0.0
KAT7,0.0,0.0
Kabc,0.0,0.0
Kt1,0.0,0.0
Kt2r,0.0,0.0
Kt3r,0.0,0.0
MALT,0.0,0.0
MALTHPabc,0.0,0.0
MALTabc,0.0,0.0
MDDCP1ex,0.0,0.0
MDDCP4ex,0.0,0.0
MDDCP5ex,0.0,0.0
MGt5,0.0,0.0
MLTG1,0.0,0.0
MLTG3,0.0,0.0
MLTG5,0.0,0.0
MME,0.0,0.0
MMM2,0.0,1.4084728005909293e-31
MMSAD2,0.0,-0.0
MMSAD3,0.0,0.0
MOTS1,0.0,0.0
MOTS2,0.0,0.0
MOTS3,0.0,0.0
MOTS4,0.0,0.0
MTHFR2_1,0.0,0.0
MTI,0.0,0.0
NADHDH,0.0,0.0
NADPHQR2,0.0,0.0
NADPHQR3,0.0,0.0
NADS1,0.0,-5.254701028651692e-16
NAt3_1,0.0,0.0
NFORGLUAH,0.0,0.0
NTD5pp,0.0,0.0
NTPTP1,0.0,-5.835950376899722e-17
OCBT_1,0.0,-0.0
OCOAT1,0.0,2.2195719183219977e-32
OOR3r,0.0,0.0
OPHHX,0.0,0.0
OXPTNDH,0.0,0.0
PACCOAL3,0.0,4.930380657631324e-32
PEPCK_re,0.0,0.0
PGK_1,0.0,0.0
PHAPC100,0.0,0.0
PHAPC120,0.0,0.0
PHAPC121,0.0,0.0
PHAPC140,0.0,0.0
PHAPC141,0.0,0.0
PHAPC60,0.0,0.0
PHAPC80,0.0,0.0
PIabc,0.0,0.0
PIt2r,0.0,0.0
POR,0.0,0.0
PPA_1pp,0.0,-0.0
